book,open_date,pnl,pnl_winsor,prediction
CALLS_0DTE_11,2022-09-26,-18.0,-18.0,-49.31886498261857
CALLS_0DTE_11,2022-09-27,1040.0,1040.0,-2523.0899730665574
CALLS_0DTE_11,2022-09-28,-1869.0,-1869.0,-3568.383184636333
CALLS_0DTE_11,2022-09-29,935.0,935.0,-2687.966946163046
CALLS_0DTE_11,2022-09-30,1060.0,1060.0,-141.7831354296663
CALLS_0DTE_11,2022-10-03,-6920.0,-6920.0,-6951.637840608671
CALLS_0DTE_11,2022-10-04,670.0,670.0,-6951.637840608671
CALLS_0DTE_11,2022-10-05,-2690.0,-2690.0,-5133.975040150535
CALLS_0DTE_11,2022-10-06,855.0,855.0,-36.424259318617615
CALLS_0DTE_11,2022-10-07,945.0,945.0,-2687.966946163046
CALLS_0DTE_11,2022-10-10,-3462.0,-3462.0,-3462.1874652078836
CALLS_0DTE_11,2022-10-11,810.0,810.0,-2514.084692004313
CALLS_0DTE_11,2022-10-12,925.0,925.0,924.9017286676218
CALLS_0DTE_11,2022-10-13,-3370.0,-3370.0,-5192.8438854047345
CALLS_0DTE_11,2022-10-14,1070.0,1070.0,-3391.122274696427
CALLS_0DTE_11,2022-10-17,5095.0,5095.0,-6951.637840608671
CALLS_0DTE_11,2022-10-18,925.0,925.0,-3391.122274696427
CALLS_0DTE_11,2022-10-19,795.0,795.0,-749.8502101611703
CALLS_0DTE_11,2022-10-20,750.0,750.0,-141.7831354296663
CALLS_0DTE_11,2022-10-21,-3055.0,-3055.0,-3568.383184636333
CALLS_0DTE_11,2022-10-24,-7630.0,-7129.8,-7091.931918620643
CALLS_0DTE_11,2022-10-25,-1116.0,-1116.0,-3568.383184636333
CALLS_0DTE_11,2022-10-26,660.0,660.0,-1100.473281604301
CALLS_0DTE_11,2022-10-27,850.0,850.0,-50.32922404985667
CALLS_0DTE_11,2022-10-28,-1786.0,-1786.0,-3568.383184636333
CALLS_0DTE_11,2022-10-31,-648.0,-648.0,-699.6092842787083
CALLS_0DTE_11,2022-11-01,635.0,635.0,-3391.122274696427
CALLS_0DTE_11,2022-11-02,1795.0,1795.0,-799.3267355492032
CALLS_0DTE_11,2022-11-03,830.0,830.0,-871.9480081885645
CALLS_0DTE_11,2022-11-04,775.0,775.0,-2521.905430876203
CALLS_0DTE_11,2022-11-07,6666.0,6666.0,-2787.5635968446427
CALLS_0DTE_11,2022-11-08,645.0,645.0,-2851.646394180376
CALLS_0DTE_11,2022-11-09,860.0,860.0,-2687.966946163046
CALLS_0DTE_11,2022-11-10,-2545.0,-2545.0,-6777.254955039322
CALLS_0DTE_11,2022-11-11,-488.0,-488.0,-2718.8167823414337
CALLS_0DTE_11,2022-11-14,-1143.0,-1143.0,-1188.9013350028886
CALLS_0DTE_11,2022-11-15,770.0,770.0,-2521.905430876203
CALLS_0DTE_11,2022-11-16,760.0,760.0,-830.6471509796312
CALLS_0DTE_11,2022-11-17,-1891.0,-1891.0,-1891.0621346023963
CALLS_0DTE_11,2022-11-18,276.0,276.0,-3401.7570327775006
CALLS_0DTE_11,2022-11-21,8017.0,8017.0,152.07673042845988
CALLS_0DTE_11,2022-11-22,-530.0,-530.0,-4455.228477601012
CALLS_0DTE_11,2022-11-23,730.0,730.0,-983.5457682300876
CALLS_0DTE_11,2022-11-25,395.0,395.0,-4486.121535179051
CALLS_0DTE_11,2022-11-28,-4594.0,-4594.0,-4688.546873357724
CALLS_0DTE_11,2022-11-29,480.0,480.0,-1234.7290472952536
CALLS_0DTE_11,2022-11-30,-3300.0,-3300.0,-3475.6525982112835
CALLS_0DTE_11,2022-12-01,710.0,710.0,-5477.971692977919
CALLS_0DTE_11,2022-12-02,-1480.0,-1480.0,-5230.44106068232
CALLS_0DTE_11,2022-12-05,-6215.0,-6215.0,-4888.788281942596
CALLS_0DTE_11,2022-12-06,635.0,635.0,-3172.845783297128
CALLS_0DTE_11,2022-12-07,725.0,725.0,636.3948122120335
CALLS_0DTE_11,2022-12-08,595.0,595.0,-2665.3936508284423
CALLS_0DTE_11,2022-12-09,600.0,600.0,602.0257281537326
CALLS_0DTE_11,2022-12-12,-7020.0,-7020.0,-7019.615726722733
CALLS_0DTE_11,2022-12-13,1095.0,1095.0,-3773.8173980975484
CALLS_0DTE_11,2022-12-14,1995.0,1995.0,725.4818477717588
CALLS_0DTE_11,2022-12-15,830.0,830.0,-3175.3165232973215
CALLS_0DTE_11,2022-12-16,870.0,870.0,-983.8437477890106
CALLS_0DTE_11,2022-12-19,-1072.0,-1072.0,-1459.3740246518587
CALLS_0DTE_11,2022-12-20,725.0,725.0,-1078.9077336018834
CALLS_0DTE_11,2022-12-21,485.0,485.0,-6757.764254628875
CALLS_0DTE_11,2022-12-22,-199.0,-199.0,-4888.788281942596
CALLS_0DTE_11,2022-12-23,-662.0,-662.0,-999.6576297307654
CALLS_0DTE_11,2022-12-27,745.0,745.0,-331.8690230767025
CALLS_0DTE_11,2022-12-28,605.0,605.0,-3172.845783297128
CALLS_0DTE_11,2022-12-29,57.0,57.0,-6757.764254628875
CALLS_0DTE_11,2022-12-30,-810.0,-810.0,-3718.5352831755904
CALLS_0DTE_11,2023-01-03,650.0,650.0,-3375.3978783513608
CALLS_0DTE_11,2023-01-04,800.0,800.0,-2805.38261420876
CALLS_0DTE_11,2023-01-05,690.0,690.0,-1518.238136698781
CALLS_0DTE_11,2023-01-06,-1373.0,-1373.0,-6757.764254628875
CALLS_0DTE_11,2023-01-09,-5390.0,-5390.0,-5298.279852873116
CALLS_0DTE_11,2023-01-10,-765.0,-765.0,-999.6576297307654
CALLS_0DTE_11,2023-01-11,-1870.0,-1870.0,-5321.84526465289
CALLS_0DTE_11,2023-01-12,13.0,13.0,-5417.560558304372
CALLS_0DTE_11,2023-01-13,-924.0,-924.0,-2723.978219013573
CALLS_0DTE_11,2023-01-17,645.0,645.0,-2045.3407817219743
