book,open_date,pnl,pnl_winsor,prediction
CALLS_0DTE_11,2022-09-26,-18.0,-18.0,-5949.2300169822975
CALLS_0DTE_11,2022-09-27,1040.0,1040.0,-893.4243664353739
CALLS_0DTE_11,2022-09-28,-1869.0,-1869.0,-4270.928793367562
CALLS_0DTE_11,2022-09-29,935.0,935.0,-5739.838215769402
CALLS_0DTE_11,2022-09-30,1060.0,1060.0,-1672.9115501466288
CALLS_0DTE_11,2022-10-03,-6920.0,-6907.4,-6918.461754657668
CALLS_0DTE_11,2022-10-04,670.0,670.0,-6319.627965759388
CALLS_0DTE_11,2022-10-05,-2690.0,-2690.0,-3314.9421648181115
CALLS_0DTE_11,2022-10-06,855.0,855.0,-1653.8013052038154
CALLS_0DTE_11,2022-10-07,945.0,945.0,-2408.3603966813857
CALLS_0DTE_11,2022-10-10,-3462.0,-3462.0,-3456.9551621590426
CALLS_0DTE_11,2022-10-11,810.0,810.0,-2900.3840063907774
CALLS_0DTE_11,2022-10-12,925.0,925.0,-2412.851919452034
CALLS_0DTE_11,2022-10-13,-3370.0,-3370.0,-4370.52863355891
CALLS_0DTE_11,2022-10-14,1070.0,1070.0,-7565.823129779279
CALLS_0DTE_11,2022-10-17,5095.0,5095.0,-7542.383765307646
CALLS_0DTE_11,2022-10-18,925.0,925.0,-4382.813207046207
CALLS_0DTE_11,2022-10-19,795.0,795.0,-2786.0649790560788
CALLS_0DTE_11,2022-10-20,750.0,750.0,-2166.740716575426
CALLS_0DTE_11,2022-10-21,-3055.0,-3055.0,-4607.180434073622
CALLS_0DTE_11,2022-10-24,-7630.0,-6907.4,-7706.157813002521
CALLS_0DTE_11,2022-10-25,-1116.0,-1116.0,-1110.534592372767
CALLS_0DTE_11,2022-10-26,660.0,660.0,-1853.221657538479
CALLS_0DTE_11,2022-10-27,850.0,850.0,115.65143424156167
CALLS_0DTE_11,2022-10-28,-1786.0,-1786.0,-5706.240294965009
CALLS_0DTE_11,2022-10-31,-648.0,-648.0,-836.6513690442501
CALLS_0DTE_11,2022-11-01,635.0,635.0,-5835.382236138278
CALLS_0DTE_11,2022-11-02,1795.0,1795.0,-424.5828013837259
CALLS_0DTE_11,2022-11-03,830.0,830.0,-1040.82902010968
CALLS_0DTE_11,2022-11-04,775.0,775.0,-2621.751059979004
CALLS_0DTE_11,2022-11-07,6666.0,6666.0,-2228.709941113213
CALLS_0DTE_11,2022-11-08,645.0,645.0,-840.8403448470191
CALLS_0DTE_11,2022-11-09,860.0,860.0,96.6097700083907
CALLS_0DTE_11,2022-11-10,-2545.0,-2545.0,-6100.012409393511
CALLS_0DTE_11,2022-11-11,-488.0,-488.0,-1952.4138801390754
CALLS_0DTE_11,2022-11-14,-1143.0,-1143.0,-1656.197242689785
CALLS_0DTE_11,2022-11-15,770.0,770.0,-2451.448737793883
CALLS_0DTE_11,2022-11-16,760.0,760.0,-2947.2828921947544
CALLS_0DTE_11,2022-11-17,-1891.0,-1891.0,-2198.9634545541817
CALLS_0DTE_11,2022-11-18,276.0,276.0,-3169.1380802799645
CALLS_0DTE_11,2022-11-21,8017.0,8017.0,-1220.7279259360482
CALLS_0DTE_11,2022-11-22,-530.0,-530.0,-1470.8350981928036
CALLS_0DTE_11,2022-11-23,730.0,730.0,-506.9309737819573
CALLS_0DTE_11,2022-11-25,395.0,395.0,-318.8429586210135
CALLS_0DTE_11,2022-11-28,-4594.0,-4594.0,-4594.662937752063
CALLS_0DTE_11,2022-11-29,480.0,480.0,-67.87595769404692
CALLS_0DTE_11,2022-11-30,-3300.0,-3300.0,-3972.7708329651673
CALLS_0DTE_11,2022-12-01,710.0,710.0,-1239.9910750655663
CALLS_0DTE_11,2022-12-02,-1480.0,-1480.0,-2051.886447448777
CALLS_0DTE_11,2022-12-05,-6215.0,-6215.0,-6264.201950107413
CALLS_0DTE_11,2022-12-06,635.0,635.0,292.8735247380919
CALLS_0DTE_11,2022-12-07,725.0,725.0,708.8249567447017
