book,open_date,pnl,pnl_winsor,prediction
CALLS_0DTE_11,2022-09-26,-18.0,-18.0,-3533.98352944627
CALLS_0DTE_11,2022-09-27,1040.0,1040.0,-2079.420368589591
CALLS_0DTE_11,2022-09-28,-1869.0,-1869.0,-3908.417191800041
CALLS_0DTE_11,2022-09-29,935.0,935.0,-3383.928302953239
CALLS_0DTE_11,2022-09-30,1060.0,1060.0,-494.03605249110745
CALLS_0DTE_11,2022-10-03,-6920.0,-5711.8,-6932.176983818245
CALLS_0DTE_11,2022-10-04,670.0,670.0,-6301.743939663058
CALLS_0DTE_11,2022-10-05,-2690.0,-2690.0,-3588.0125685753314
CALLS_0DTE_11,2022-10-06,855.0,855.0,553.806148958982
CALLS_0DTE_11,2022-10-07,945.0,945.0,-1802.6651573769789
CALLS_0DTE_11,2022-10-10,-3462.0,-3462.0,-3433.8857923530823
CALLS_0DTE_11,2022-10-11,810.0,810.0,-1316.2132087222406
CALLS_0DTE_11,2022-10-12,925.0,925.0,-1930.2775302443363
CALLS_0DTE_11,2022-10-13,-3370.0,-3370.0,-3369.3355126137476
CALLS_0DTE_11,2022-10-14,1070.0,1070.0,-4396.391725930217
CALLS_0DTE_11,2022-10-17,5095.0,5095.0,-6960.610647221207
CALLS_0DTE_11,2022-10-18,925.0,925.0,-2077.196900764214
CALLS_0DTE_11,2022-10-19,795.0,795.0,-1016.6835350427052
CALLS_0DTE_11,2022-10-20,750.0,750.0,-4364.456635369718
CALLS_0DTE_11,2022-10-21,-3055.0,-3055.0,-3285.1222670053294
CALLS_0DTE_11,2022-10-24,-7630.0,-5711.8,-7616.153382463947
CALLS_0DTE_11,2022-10-25,-1116.0,-1116.0,-3201.9939100181896
CALLS_0DTE_11,2022-10-26,660.0,660.0,-2009.298127316827
CALLS_0DTE_11,2022-10-27,850.0,850.0,-375.86143851306826
CALLS_0DTE_11,2022-10-28,-1786.0,-1786.0,-5425.245200947316
CALLS_0DTE_11,2022-10-31,-648.0,-648.0,-1888.9092134100674
CALLS_0DTE_11,2022-11-01,635.0,635.0,-3306.9633231566595
CALLS_0DTE_11,2022-11-02,1795.0,1795.0,-981.2030577181162
CALLS_0DTE_11,2022-11-03,830.0,830.0,-856.7719274958223
CALLS_0DTE_11,2022-11-04,775.0,775.0,-2084.478787185099
CALLS_0DTE_11,2022-11-07,6666.0,6666.0,-2578.260366808902
CALLS_0DTE_11,2022-11-08,645.0,645.0,-1723.5057222210028
CALLS_0DTE_11,2022-11-09,860.0,860.0,-967.1478038804441
CALLS_0DTE_11,2022-11-10,-2545.0,-2545.0,-5883.092464616602
CALLS_0DTE_11,2022-11-11,-488.0,-488.0,-1879.6878588706243
CALLS_0DTE_11,2022-11-14,-1143.0,-1143.0,-1583.8334006209545
