"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-02-24","11:00:00",5990.33,"1 Feb 24 6030 C STO 1.70 | 1 Feb 24 6040 C BTO 0.95",75,5983.25,"2025-02-24","16:00:00",0,"Expired",75,1,19972,925,"",1.79,1,19.08,19.09,13.56,-36.36,100,-500
"2025-02-21","11:00:00",6082.48,"1 Feb 21 6120 C STO 1.30 | 1 Feb 21 6130 C BTO 0.70",60,6013.13,"2025-02-21","16:00:00",0,"Expired",60,1,19897,940,"",1.86,1,16.09,18.24,-3.42,-31.62,100,-16.67
"2025-02-20","11:00:00",6087.34,"1 Feb 20 6125 C STO 1.35 | 1 Feb 20 6135 C BTO 0.70",65,6117.52,"2025-02-20","16:00:00",0,"Expired",65,1,19837,935,"",1.93,1,16.42,15.38,-9.65,-47.16,100,-69.23
"2025-02-19","11:00:00",6117.17,"1 Feb 19 6140 C STO 0.80 | 1 Feb 19 6150 C BTO 0.35",45,6144.15,"2025-02-19","16:00:00",415,"Expired",-370,1,19772,955,"",2.29,79,15.76,15.13,-11.82,-0.59,0,-1277.78
"2025-02-18","11:00:00",6121.95,"1 Feb 18 6145 C STO 0.80 | 1 Feb 18 6155 C BTO 0.30",50,6129.58,"2025-02-18","16:00:00",0,"Expired",50,1,20142,950,"",2.67,1,15.61,15.38,6.97,0.35,100,0
"2025-02-14","11:00:00",6122.22,"1 Feb 14 6145 C STO 1.20 | 1 Feb 14 6155 C BTO 0.45",75,6114.63,"2025-02-14","16:00:00",0,"Expired",75,1,20092,925,"",2.67,1,14.96,14.89,0.45,6.7,100,-20
"2025-02-13","11:00:00",6088.57,"1 Feb 13 6115 C STO 1.25 | 1 Feb 13 6125 C BTO 0.50",75,6115.07,"2025-02-13","16:00:00",7,"Expired",68,1,20017,925,"",2.5,14,15.43,15,8.62,27.98,90.67,-260
"2025-02-12","11:00:00",6042.59,"1 Feb 12 6075 C STO 1.00 | 1 Feb 12 6085 C BTO 0.45",55,6051.97,"2025-02-12","16:00:00",0,"Expired",55,1,19949,945,"",2.22,1,16.09,15.77,-43.42,17.51,100,-190.91
"2025-02-11","11:00:00",6065.44,"1 Feb 11 6090 C STO 0.85 | 1 Feb 11 6100 C BTO 0.35",50,6068.5,"2025-02-11","16:00:00",0,"Expired",50,1,19894,950,"",2.43,1,15.92,15.93,-17.12,16.12,100,-20
"2025-02-10","11:00:00",6067.12,"1 Feb 10 6095 C STO 0.80 | 1 Feb 10 6105 C BTO 0.30",50,6066.44,"2025-02-10","16:00:00",0,"Expired",50,1,19844,950,"",2.67,1,15.99,15.75,20.41,20.72,100,-10
"2025-02-07","11:00:00",6052.82,"1 Feb 7 6100 C STO 1.50 | 1 Feb 7 6110 C BTO 0.75",75,6025.99,"2025-02-07","16:00:00",0,"Expired",75,1,19794,925,"",2,1,15.77,16.62,-0.44,-30.31,100,0
"2025-02-06","11:00:00",6066.36,"1 Feb 6 6095 C STO 1.40 | 1 Feb 6 6105 C BTO 0.60",80,6083.57,"2025-02-06","16:00:00",0,"Expired",80,1,19719,920,"",2.33,1,15.64,15.26,10.74,-5.86,100,-62.5
"2025-02-05","11:00:00",6025.63,"1 Feb 5 6060 C STO 1.10 | 1 Feb 5 6070 C BTO 0.55",55,6061.48,"2025-02-05","16:00:00",148,"Expired",-93,1,19639,945,"",2,32,16.72,15.88,-17.43,5.18,45.45,-327.27
"2025-02-04","11:00:00",6022.93,"1 Feb 4 6060 C STO 1.40 | 1 Feb 4 6070 C BTO 0.70",70,6037.88,"2025-02-04","16:00:00",0,"Expired",70,1,19732,930,"",2,1,17.29,16.87,3.57,24.79,100,-92.86
"2025-02-03","11:00:00",5998.87,"1 Feb 3 6055 C STO 2.10 | 1 Feb 3 6065 C BTO 1.40",70,5994.57,"2025-02-03","16:00:00",0,"Expired",70,1,19662,930,"",1.5,1,18.04,18.48,-70.88,29.22,100,-42.86
"2025-01-31","11:00:00",6115.22,"1 Jan 31 6140 C STO 1.30 | 1 Jan 31 6150 C BTO 0.55",75,6040.53,"2025-01-31","16:00:00",0,"Expired",75,1,19592,925,"",2.36,1,15.33,16.67,25.62,18.43,100,-33.33
"2025-01-30","11:00:00",6035.11,"1 Jan 30 6075 C STO 1.60 | 1 Jan 30 6085 C BTO 0.85",75,6071.17,"2025-01-30","16:00:00",0,"Expired",75,1,19517,925,"",1.88,1,16.09,15.87,11.44,-15.64,100,-880
"2025-01-29","11:00:00",6048.18,"1 Jan 29 6100 C STO 1.85 | 1 Jan 29 6110 C BTO 1.15",70,6039.31,"2025-01-29","16:00:00",0,"Expired",70,1,19442,930,"",1.61,1,16.73,16.51,-10,-9.52,100,-21.43
"2025-01-28","11:00:00",6051.31,"1 Jan 28 6080 C STO 1.40 | 1 Jan 28 6090 C BTO 0.60",80,6067.7,"2025-01-28","16:00:00",0,"Expired",80,1,19372,920,"",2.33,1,16.9,16.35,14.69,24.34,100,-93.75
