"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6715 C STO 0.75 | 1 Sep 23 6725 C BTO 0.35",40,6656.92,"2025-09-23","16:00:00",0,"Expired",40,1,-68991,960,"0dte_call_spread_10delta_10_pts_1100",2.14,1,-1.31,-3.37,100,0
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6710 C STO 1.15 | 1 Sep 23 6720 C BTO 0.50",65,6656.92,"2025-09-23","16:00:00",0,"Expired",65,1,-69031,935,"0dte_call_spread_12delta_10_pts_1100",2.3,1,-1.31,-3.37,100,-7.69
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6710 C STO 1.15 | 1 Sep 23 6720 C BTO 0.50",65,6656.92,"2025-09-23","16:00:00",0,"Expired",65,1,-69096,935,"0dte_call_spread_14delta_10_pts_1100",2.3,1,-1.31,-3.37,100,-7.69
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6710 C STO 1.15 | 1 Sep 23 6720 C BTO 0.50",65,6656.92,"2025-09-23","16:00:00",0,"Expired",65,1,-69161,935,"0dte_call_spread_15delta_10_pts_1100",2.3,1,-1.31,-3.37,100,-7.69
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6705 C STO 1.80 | 1 Sep 23 6715 C BTO 0.75",105,6656.92,"2025-09-23","16:00:00",0,"Expired",105,1,-69226,895,"0dte_call_spread_16delta_10_pts_1100",2.4,1,-1.31,-3.37,100,-14.29
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6705 C STO 1.80 | 1 Sep 23 6715 C BTO 0.75",105,6656.92,"2025-09-23","16:00:00",0,"Expired",105,1,-69331,895,"0dte_call_spread_18delta_10_pts_1100",2.4,1,-1.31,-3.37,100,-14.29
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6705 C STO 1.80 | 1 Sep 23 6715 C BTO 0.75",105,6656.92,"2025-09-23","16:00:00",0,"Expired",105,1,-69436,895,"0dte_call_spread_20delta_10_pts_1100",2.4,1,-1.31,-3.37,100,-14.29
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6700 C STO 2.90 | 1 Sep 23 6710 C BTO 1.15",175,6656.92,"2025-09-23","16:00:00",0,"Expired",175,1,-69541,825,"0dte_call_spread_30delta_10_pts_1100",2.52,1,-1.31,-3.37,100,-11.43
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6695 C STO 4.45 | 1 Sep 23 6705 C BTO 1.80",265,6656.92,"2025-09-23","16:00:00",0,"Expired",265,1,-69716,735,"0dte_call_spread_35delta_10_pts_1100",2.47,1,-1.31,-3.37,100,-11.32
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6695 C STO 4.45 | 1 Sep 23 6715 C BTO 0.75",370,6656.92,"2025-09-23","16:00:00",0,"Expired",370,1,-69981,1630,"0dte_call_spread_40delta_10_pts_1100",5.93,1,-1.31,-3.37,100,-10.81
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6690 C STO 6.75 | 1 Sep 23 6700 C BTO 2.90",385,6656.92,"2025-09-23","16:00:00",0,"Expired",385,1,-70351,615,"0dte_call_spread_45delta_10_pts_1100",2.33,1,-1.31,-3.37,100,-9.09
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6690 C STO 6.75 | 1 Sep 23 6700 C BTO 2.90",385,6656.92,"2025-09-23","16:00:00",0,"Expired",385,1,-70736,615,"0dte_call_spread_50delta_10_pts_1100",2.33,1,-1.31,-3.37,100,-9.09
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6720 C STO 0.50 | 1 Sep 23 6730 C BTO 0.30",20,6656.92,"2025-09-23","16:00:00",0,"Expired",20,1,-71121,980,"0dte_call_spread_6delta_10_pts_1100",1.67,1,-1.31,-3.37,100,-25
"2025-09-23","11:00:00",6689.07,"1 Sep 23 6715 C STO 0.75 | 1 Sep 23 6725 C BTO 0.35",40,6656.92,"2025-09-23","16:00:00",0,"Expired",40,1,-71141,960,"0dte_call_spread_8delta_10_pts_1100",2.14,1,-1.31,-3.37,100,0
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6700 C STO 0.60 | 1 Sep 22 6710 C BTO 0.30",30,6693.75,"2025-09-22","16:00:00",0,"Expired",30,1,-71181,970,"0dte_call_spread_10delta_10_pts_1100",2,1,-10.08,22.51,100,-583.33
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6695 C STO 0.95 | 1 Sep 22 6705 C BTO 0.40",55,6693.75,"2025-09-22","16:00:00",0,"Expired",55,1,-71211,945,"0dte_call_spread_12delta_10_pts_1100",2.38,9,-10.08,22.51,100,-681.82
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6695 C STO 0.95 | 1 Sep 22 6705 C BTO 0.40",55,6693.75,"2025-09-22","16:00:00",0,"Expired",55,1,-71266,945,"0dte_call_spread_14delta_10_pts_1100",2.38,9,-10.08,22.51,100,-681.82
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6695 C STO 0.95 | 1 Sep 22 6705 C BTO 0.40",55,6693.75,"2025-09-22","16:00:00",0,"Expired",55,1,-71321,945,"0dte_call_spread_15delta_10_pts_1100",2.38,9,-10.08,22.51,100,-681.82
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6690 C STO 1.65 | 1 Sep 22 6700 C BTO 0.60",105,6693.75,"2025-09-22","16:00:00",375,"Expired",-270,1,-71376,895,"0dte_call_spread_16delta_10_pts_1100",2.75,97,-10.08,22.51,66.67,-676.19
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6690 C STO 1.65 | 1 Sep 22 6700 C BTO 0.60",105,6693.75,"2025-09-22","16:00:00",375,"Expired",-270,1,-71106,895,"0dte_call_spread_18delta_10_pts_1100",2.75,97,-10.08,22.51,66.67,-676.19
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6690 C STO 1.65 | 1 Sep 22 6700 C BTO 0.60",105,6693.75,"2025-09-22","16:00:00",375,"Expired",-270,1,-70836,895,"0dte_call_spread_20delta_10_pts_1100",2.75,97,-10.08,22.51,66.67,-676.19
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6685 C STO 2.80 | 1 Sep 22 6695 C BTO 0.95",185,6693.75,"2025-09-22","16:00:00",875,"Expired",-690,1,-70566,815,"0dte_call_spread_30delta_10_pts_1100",2.95,21.444,-10.08,22.51,56.76,-437.84
"2025-09-22","11:00:00",6676.79,"1 Sep 22 6685 C STO 2.80 | 1 Sep 22 6695 C BTO 0.95",185,6693.75,"2025-09-22","16:00:00",875,"Expired",-690,1,-69876,815,"0dte_call_spread_35delta_10_pts_1100",2.95,21.444,-10.08,22.51,56.76,-437.84
