"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Gap","Movement","Max Profit","Max Loss"
"2025-09-19","11:00:00",6642.23,"1 Sep 19 6615 P STO 1.90 | 1 Sep 19 6660 C STO 1.75",365,6664.36,"2025-09-19","16:00:00",436,"Expired",-71,1,163624,131067.6,"0dte_strangle_15delta_1100",15.15,-4.88,64.38,-191.78
"2025-09-19","11:00:00",6642.23,"1 Sep 19 6620 P STO 2.40 | 1 Sep 19 6660 C STO 1.75",415,6664.36,"2025-09-19","16:00:00",436,"Expired",-21,1,163695,131067.6,"0dte_strangle_20delta_1100 ",15.15,-4.88,68.67,-156.63
"2025-09-18","15:15:00",6639.64,"1 Sep 19 6555 P STO 3.05 | 1 Sep 19 6700 C STO 1.90",495,6664.36,"2025-09-19","16:00:00",0,"Expired",495,1,163716,126756.8,"1dte_strangle_10delta_1515",26.5,12.79,100,-14.14
"2025-09-18","15:15:00",6639.64,"1 Sep 19 6580 P STO 4.55 | 1 Sep 19 6685 C STO 3.65",820,6664.36,"2025-09-19","16:00:00",0,"Expired",820,1,163221,128256.8,"1dte_strangle_15delta_1515",26.5,12.79,100,-7.32
"2025-09-18","15:15:00",6639.64,"1 Sep 19 6595 P STO 6.05 | 1 Sep 19 6685 C STO 3.65",970,6664.36,"2025-09-19","16:00:00",0,"Expired",970,1,162401,128328.8,"1dte_strangle_20delta_1515",26.5,12.79,100,-10.31
"2025-09-18","11:00:00",6636.25,"1 Sep 18 6595 P STO 1.55 | 1 Sep 18 6665 C STO 1.05",260,6631.96,"2025-09-18","16:00:00",0,"Expired",260,1,161431,129850,"0dte_strangle_10delta_1100",26.5,9.4,100,-9.62
"2025-09-18","11:00:00",6636.25,"1 Sep 18 6605 P STO 2.30 | 1 Sep 18 6660 C STO 1.65",395,6631.96,"2025-09-18","16:00:00",0,"Expired",395,1,161171,130350,"0dte_strangle_15delta_1100",26.5,9.4,100,-7.59
"2025-09-18","11:00:00",6636.25,"1 Sep 18 6610 P STO 2.85 | 1 Sep 18 6655 C STO 2.55",540,6631.96,"2025-09-18","16:00:00",0,"Expired",540,1,160776,130850,"0dte_strangle_20delta_1100 ",26.5,9.4,100,-13.89
"2025-09-17","15:15:00",6588.88,"1 Sep 18 6495 P STO 3.60 | 1 Sep 18 6665 C STO 2.95",655,6631.96,"2025-09-18","16:00:00",0,"Expired",655,1,160236,124165.6,"1dte_strangle_10delta_1515",-1.89,-15.99,100,-15.27
"2025-09-17","15:15:00",6588.88,"1 Sep 18 6515 P STO 5.20 | 1 Sep 18 6650 C STO 4.70",990,6631.96,"2025-09-18","16:00:00",0,"Expired",990,1,159581,125665.6,"1dte_strangle_15delta_1515",-1.89,-15.99,100,-40.91
"2025-09-17","15:15:00",6588.88,"1 Sep 18 6530 P STO 7.00 | 1 Sep 18 6650 C STO 4.70",1170,6631.96,"2025-09-18","16:00:00",0,"Expired",1170,1,158591,125889.6,"1dte_strangle_20delta_1515",-1.89,-15.99,100,-19.66
