book,open_date,pnl,pnl_winsor,prediction
PUTS_0DTE_11,2022-09-26,-555.0,-555.0,-4666.066985105925
PUTS_0DTE_11,2022-09-27,-605.0,-605.0,-4615.683836391836
PUTS_0DTE_11,2022-09-28,3976.0,3976.0,-4771.9450541151455
PUTS_0DTE_11,2022-09-29,440.0,440.0,-4111.956843267528
PUTS_0DTE_11,2022-09-30,-580.0,-580.0,-4575.191295872494
PUTS_0DTE_11,2022-10-03,375.0,375.0,-3857.6147927855163
PUTS_0DTE_11,2022-10-04,400.0,400.0,-3842.9022327420644
PUTS_0DTE_11,2022-10-05,5545.0,5545.0,-5388.292591847773
PUTS_0DTE_11,2022-10-06,-595.0,-595.0,-6423.635955373891
PUTS_0DTE_11,2022-10-07,-570.0,-570.0,-4041.471653748663
PUTS_0DTE_11,2022-10-10,189.0,189.0,-4073.3530335940095
PUTS_0DTE_11,2022-10-11,420.0,420.0,-6526.282084192742
PUTS_0DTE_11,2022-10-12,-8360.0,-7072.900000000001,-8294.23014964923
PUTS_0DTE_11,2022-10-13,405.0,405.0,-4707.940672729306
PUTS_0DTE_11,2022-10-14,-550.0,-550.0,-4117.992735522901
PUTS_0DTE_11,2022-10-17,405.0,405.0,-4600.082260434092
PUTS_0DTE_11,2022-10-18,-87.0,-87.0,-6859.326605383603
PUTS_0DTE_11,2022-10-19,-7215.0,-7072.900000000001,-7272.54957684365
PUTS_0DTE_11,2022-10-20,-575.0,-575.0,-4199.215999214698
PUTS_0DTE_11,2022-10-21,445.0,445.0,-4558.749859812701
PUTS_0DTE_11,2022-10-24,405.0,405.0,-4848.392525855406
PUTS_0DTE_11,2022-10-25,430.0,430.0,-4355.278645267727
PUTS_0DTE_11,2022-10-26,-4490.0,-4490.0,-4851.381620725627
PUTS_0DTE_11,2022-10-27,-560.0,-560.0,-7588.3287113826145
PUTS_0DTE_11,2022-10-28,375.0,375.0,-3799.9606541517855
PUTS_0DTE_11,2022-10-31,435.0,435.0,-5719.925634041529
PUTS_0DTE_11,2022-11-01,430.0,430.0,-3860.933917735942
PUTS_0DTE_11,2022-11-02,-7625.0,-7072.900000000001,-7653.789472037972
PUTS_0DTE_11,2022-11-03,-570.0,-570.0,-4544.853514539734
PUTS_0DTE_11,2022-11-04,-60.0,-60.0,-1091.8247947651462
PUTS_0DTE_11,2022-11-07,420.0,420.0,-2347.0116597286237
PUTS_0DTE_11,2022-11-08,-580.0,-580.0,-583.7509970486221
PUTS_0DTE_11,2022-11-09,-7290.0,-7072.900000000001,-7283.467916556657
